userID,itemID,rating
6,416,0.5
6,419,0.5
6,426,0.5
6,432,1.0
6,434,0.75
6,435,0.5
6,437,0.5
6,445,0.5
6,450,0.75
6,454,0.75
6,455,0.5
6,457,1.0
6,472,0.5
6,474,0.75
6,475,0.75
6,489,0.5
6,490,0.5
6,491,0.75
6,493,0.5
6,494,0.5
6,500,1.0
6,502,0.5
6,505,0.5
6,515,0.75
6,516,0.75
6,520,0.5
6,524,0.5
6,527,0.5
6,531,0.5
6,537,0.5
6,539,0.5
6,540,0.5
6,542,0.75
6,543,0.5
6,546,0.25
6,548,0.5
6,552,0.5
6,553,1.0
6,575,0.5
6,587,1.0
6,588,1.0
6,589,0.5
6,590,1.0
6,592,0.5
6,593,0.75
6,594,0.75
6,595,1.0
6,596,0.5
6,597,0.75
6,608,0.5
6,609,0.75
6,616,1.0
6,628,0.5
6,631,0.75
6,637,0.75
6,640,0.0
6,647,0.75
6,662,0.5
6,667,0.5
6,694,0.5
6,700,0.75
6,704,0.5
6,708,0.75
6,710,0.5
6,736,1.0
6,762,0.0
6,780,1.0
6,783,1.0
6,799,0.5
6,801,0.5
6,802,0.75
6,818,0.5
6,830,1.0
6,837,0.5
6,838,0.75
6,839,0.5
6,848,0.75
6,852,0.75
6,880,0.5
6,986,0.75
6,991,0.75
6,996,0.75
6,999,0.25
6,1004,0.75
6,1049,1.0
6,1064,0.75
6,1073,0.5
6,1082,0.75
7,1,0.8888888888888888
7,50,0.8888888888888888
7,58,0.5555555555555556
7,150,0.8888888888888888
7,165,0.7777777777777778
7,260,1.0
7,356,1.0
7,380,0.5555555555555556
7,466,1.0
7,480,1.0
7,587,0.3333333333333333
7,588,0.5555555555555556
7,589,0.4444444444444444
7,592,0.5555555555555556
7,595,0.6666666666666666
7,648,0.7777777777777778
7,750,0.7777777777777778
7,1101,0.7777777777777778
7,1183,0.2222222222222222
7,1208,0.7777777777777778
7,1210,0.7777777777777778
7,1219,1.0
7,1220,0.8888888888888888
7,1240,1.0
7,1246,0.2222222222222222
7,1270,1.0
7,1617,0.5555555555555556
7,1682,0.5555555555555556
7,1784,0.0
7,1917,0.7777777777777778
7,1923,0.2222222222222222
7,1954,0.8888888888888888
7,2019,1.0
7,2324,0.3333333333333333
7,2529,1.0
7,2640,0.5555555555555556
7,2671,0.8888888888888888
7,2688,0.4444444444444444
7,2701,0.2222222222222222
7,2762,0.8888888888888888
7,2858,0.7777777777777778
7,3114,0.8888888888888888
7,3354,0.2222222222222222
7,3408,0.8888888888888888
7,3578,0.2222222222222222
7,3623,0.1111111111111111
7,3793,0.6666666666666666
7,3869,1.0
7,3916,0.7777777777777778
7,3977,0.4444444444444444
7,3994,0.5555555555555556
7,4223,0.3333333333333333
7,4246,0.3333333333333333
7,4306,0.7777777777777778
7,4310,0.0
7,4370,0.8888888888888888
7,4643,0.1111111111111111
7,4700,0.2222222222222222
7,4844,0.2222222222222222
7,4874,0.5555555555555556
7,4896,0.7777777777777778
7,4963,0.7777777777777778
7,4993,0.8888888888888888
7,4995,0.8888888888888888
7,5349,0.6666666666666666
7,5378,0.0
7,5445,0.7777777777777778
7,5464,0.5555555555555556
7,5502,0.2222222222222222
7,5618,1.0
7,5816,0.8888888888888888
7,5952,0.8888888888888888
7,5989,0.7777777777777778
7,5991,0.8888888888888888
7,6333,0.7777777777777778
7,6365,0.7777777777777778
7,6534,0.0
7,6539,0.8888888888888888
7,6934,0.3333333333333333
7,7155,0.5555555555555556
7,7445,0.7777777777777778
7,8207,0.8888888888888888
7,8360,0.6666666666666666
7,8368,0.4444444444444444
7,8373,0.3333333333333333
7,8528,0.8888888888888888
7,8636,0.8888888888888888
7,8665,0.6666666666666666
7,8666,0.1111111111111111
7,8783,0.1111111111111111
7,8798,0.8888888888888888
7,8808,0.2222222222222222
7,8865,0.1111111111111111
7,8907,0.1111111111111111
7,8949,0.7777777777777778
7,8957,0.7777777777777778
7,8958,0.6666666666666666
7,8965,0.1111111111111111
7,8970,0.4444444444444444
7,8972,0.4444444444444444
7,8984,0.7777777777777778
7,27741,0.5555555555555556
7,30812,0.6666666666666666
7,30816,0.3333333333333333
7,32029,0.3333333333333333
7,32031,0.2222222222222222
7,32296,0.3333333333333333
7,32587,0.6666666666666666
7,33162,0.6666666666666666
7,33794,0.3333333333333333
7,33836,0.1111111111111111
7,34319,0.8888888888888888
7,37741,0.6666666666666666
7,42002,0.8888888888888888
7,45499,0.7777777777777778
7,45668,0.1111111111111111
7,45730,0.0
7,48516,0.1111111111111111
7,48783,0.8888888888888888
7,49272,0.8888888888888888
7,49286,0.0
8,2,0.75
8,10,0.25
8,21,0.75
8,32,0.5
8,39,0.5
8,50,1.0
8,110,0.5
8,141,0.5
8,153,0.25
8,185,1.0
8,186,0.75
8,208,0.5
8,231,0.75
8,236,0.5
8,253,1.0
8,282,0.5
8,292,0.5
8,296,0.75
8,339,0.5
8,356,0.5
8,357,1.0
8,367,0.5
8,377,0.75
8,432,0.0
8,440,0.5
8,454,0.75
8,457,0.5
8,480,0.75
8,500,0.25
8,527,1.0
8,539,0.5
8,590,1.0
8,592,0.5
8,593,0.75
8,597,0.5
9,371,0.5
9,627,0.5
9,923,1.0
9,1037,0.25
9,1095,0.75
9,1198,1.0
9,1270,1.0
9,1674,0.75
9,2012,0.75
9,2023,0.5
9,2300,1.0
9,2877,0.5
9,2901,0.25
9,3173,0.25
9,3735,0.5
9,4993,1.0
9,5218,0.75
9,5378,0.5
9,5445,0.75
9,5481,1.0
9,5507,0.0
9,5872,0.5
9,5902,1.0
9,5952,1.0
9,5956,0.75
9,6001,0.75
10,296,0.1111111111111111
10,588,0.7777777777777778
10,597,0.6666666666666666
10,1088,0.5555555555555556
10,1247,0.5555555555555556
10,1784,0.6666666666666666
10,1907,0.7777777777777778
10,2571,0.0
10,2671,0.6666666666666666
10,2858,0.1111111111111111
10,3578,0.7777777777777778
10,3882,0.5555555555555556
10,4246,0.6666666666666666
10,4306,0.8888888888888888
10,4447,0.8888888888888888
10,4993,0.7777777777777778
10,4995,0.7777777777777778
10,5620,0.5555555555555556
10,5943,0.5555555555555556
10,5952,0.7777777777777778
10,6155,0.5555555555555556
10,6266,0.5555555555555556
10,6377,0.6666666666666666
10,6535,0.7777777777777778
10,6942,0.7777777777777778
10,7149,0.7777777777777778
10,7151,0.5555555555555556
10,7154,0.7777777777777778
10,7169,0.8888888888888888
10,7293,0.6666666666666666
10,7375,0.7777777777777778
10,7451,0.6666666666666666
10,7458,1.0
10,8533,1.0
10,8636,0.6666666666666666
10,8665,0.6666666666666666
10,8869,1.0
10,8961,0.4444444444444444
10,8969,0.6666666666666666
10,8970,0.1111111111111111
10,30749,0.6666666666666666
10,31685,0.8888888888888888
10,33679,0.5555555555555556
10,33794,1.0
10,40629,0.5555555555555556
10,40819,0.7777777777777778
10,49272,1.0
10,49286,1.0
10,51834,0.2222222222222222
10,54286,0.6666666666666666
10,56367,0.6666666666666666
10,56949,0.5555555555555556
10,58047,0.6666666666666666
10,58559,0.8888888888888888
10,59421,0.3333333333333333
10,60397,0.5555555555555556
10,61250,0.4444444444444444
10,63113,0.6666666666666666
10,63992,0.8888888888888888
10,64969,0.0
10,66203,0.6666666666666666
10,68954,0.7777777777777778
10,69406,0.8888888888888888
10,69844,0.5555555555555556
10,70293,0.0
10,71579,1.0
10,72011,0.4444444444444444
10,72407,0.5555555555555556
10,72737,0.6666666666666666
10,72998,0.4444444444444444
10,73017,0.5555555555555556
10,78772,0.5555555555555556
10,79091,1.0
10,80549,0.6666666666666666
10,81784,0.4444444444444444
10,81845,1.0
10,81847,0.6666666666666666
10,82167,0.6666666666666666
10,84374,0.6666666666666666
10,87222,0.6666666666666666
10,88163,0.7777777777777778
10,88810,0.5555555555555556
10,91529,1.0
10,92259,1.0
10,95167,0.7777777777777778
10,96079,1.0
10,97938,0.1111111111111111
10,103339,0.7777777777777778
10,104374,0.7777777777777778
10,106489,0.6666666666666666
10,106696,0.8888888888888888
10,106782,0.1111111111111111
10,107141,0.3333333333333333
10,109374,0.0
10,109487,0.0
10,119145,0.1111111111111111
10,136020,1.0
10,140110,1.0
11,6,1.0
11,36,0.75
11,44,0.25
11,95,0.5
11,110,1.0
11,150,1.0
11,153,0.5
11,170,0.75
11,208,0.5
11,292,0.75
11,318,0.75
11,349,1.0
11,368,0.5
11,380,0.75
11,434,0.5
11,457,1.0
11,466,0.5
11,474,0.75
11,480,0.75
11,493,0.5
11,529,1.0
11,589,0.75
11,648,0.75
11,733,0.75
11,736,0.75
11,1100,0.5
11,1101,1.0
11,1210,0.75
11,1358,0.75
11,1370,0.5
11,1391,0.0
11,1408,1.0
11,1438,0.5
11,1518,0.75
11,1586,0.75
11,1597,0.75
11,1616,0.5
11,1687,0.5
11,1693,1.0
11,1704,0.75
11,1784,1.0
11,1840,0.75
11,1882,0.25
11,1917,0.75
11,1918,0.75
11,1923,0.75
11,2027,0.5
12,39,0.5
12,168,1.0
12,222,1.0
12,261,0.75
12,357,0.25
12,543,0.25
12,830,0.5
12,838,1.0
12,920,0.75
12,1265,0.25
12,1357,1.0
12,1721,1.0
12,1876,0.25
12,2072,1.0
12,2421,0.0
12,2572,1.0
12,2694,0.5
12,2717,1.0
12,3668,1.0
12,3967,0.75
12,4018,0.75
12,5620,0.5
12,6942,1.0
12,8533,1.0
12,63992,1.0
13,47,1.0
13,305,0.0
13,597,0.5
13,1173,0.5
13,1198,1.0
13,1590,0.75
13,1619,0.5
13,1639,0.75
13,1721,0.75
13,2174,0.5
13,2541,0.25
13,2571,1.0
13,3300,0.75
13,3513,0.5
13,3624,0.75
13,3717,0.5
13,3753,0.75
13,3793,0.75
13,3827,0.75
13,3863,0.75
13,3893,0.5
13,3897,0.75
13,3952,0.5
13,3977,0.5
14,4,0.5
14,7,0.5
14,19,0.0
14,25,0.75
14,32,0.75
14,39,0.5
14,47,1.0
14,95,1.0
14,105,0.5
14,150,0.75
14,153,0.25
14,193,0.5
14,231,0.5
14,266,1.0
14,288,0.75
14,296,0.5
14,318,0.5
14,337,1.0
14,339,0.75
14,344,0.25
14,356,0.75
14,367,0.0
14,376,0.75
14,377,0.5
14,448,0.5
14,455,0.5
14,477,0.75
14,491,0.5
14,509,1.0
14,524,0.5
14,527,0.5
14,539,0.75
14,540,0.5
14,552,0.5
14,553,0.75
14,586,0.5
14,590,0.75
14,592,0.25
14,593,0.75
14,597,0.5
14,784,0.0
15,1,0.375
15,44,0.0
15,47,0.625
15,158,0.0
15,172,0.0
15,256,0.5
15,260,1.0
15,296,0.75
15,318,1.0
15,355,0.0
15,356,1.0
15,364,0.5
15,527,1.0
15,589,1.0
15,780,0.625
15,849,0.25
15,858,0.75
15,1196,1.0
15,1198,0.75
15,1200,1.0
15,1214,1.0
15,1240,0.75
15,1265,0.625
15,1270,1.0
15,1347,0.5
15,1527,0.5
15,1653,0.875
15,1909,0.375
15,2011,1.0
15,2012,0.75
15,2028,0.625
15,2081,0.5
15,2278,0.375
15,2329,0.875
15,2571,0.75
15,2762,0.5
15,2858,0.75
15,2916,0.875
15,2959,0.375
15,3147,1.0
15,3156,1.0
15,3499,0.75
15,3510,1.0
15,3555,0.75
15,3578,1.0
15,3753,0.5
15,3994,0.5
15,4022,0.625
15,4306,0.5
15,4720,1.0
15,4886,0.625
15,4993,0.625
15,4995,1.0
15,5445,0.75
15,5618,0.5
15,5952,0.625
15,5989,1.0
15,6377,0.5
15,6502,0.625
15,6874,0.5
15,7438,0.5
15,8360,0.375
15,48304,0.875
15,48780,0.875
15,50872,0.5
15,56174,0.625
15,58559,0.25
15,59315,0.25
15,60069,0.625
15,63859,0.5
15,64614,0.75
15,68237,0.5
15,69757,0.75
15,70286,0.625
15,71057,0.75
15,72998,0.5
15,79132,0.625
15,84152,1.0
15,84954,0.875
15,85414,0.625
15,89745,0.25
15,91529,0.25
15,94864,0.5
15,96610,0.5
15,97938,0.75
15,99114,0.0
15,101864,0.75
15,103249,0.625
15,104841,0.875
15,109374,0.25
15,110102,0.125
15,111759,0.875
15,112556,0.875
15,112852,0.125
15,115149,0.25
15,120466,0.375
15,122882,0.25
15,122886,1.0
15,122904,0.25
15,122922,0.25
15,122924,0.0
15,143385,0.5
15,152077,1.0
15,166528,1.0
15,166635,0.625
16,47,0.5714285714285714
16,111,0.8571428571428571
16,204,0.14285714285714285
16,260,0.42857142857142855
16,293,0.7142857142857143
16,318,0.7142857142857143
16,319,0.7142857142857143
16,356,0.5714285714285714
16,608,0.8571428571428571
16,678,0.7142857142857143
16,745,0.7142857142857143
16,750,0.8571428571428571
16,858,0.2857142857142857
16,912,0.5714285714285714
16,913,0.7142857142857143
16,923,0.5714285714285714
16,1089,0.7142857142857143
16,1147,0.7142857142857143
16,1186,0.5714285714285714
16,1188,0.2857142857142857
16,1193,0.7142857142857143
16,1196,0.42857142857142855
16,1198,0.5714285714285714
16,1199,1.0
16,1203,0.7142857142857143
16,1207,0.7142857142857143
16,1213,0.5714285714285714
16,1214,0.7142857142857143
16,1219,0.42857142857142855
16,1222,0.8571428571428571
16,1223,0.7142857142857143
16,1230,0.7142857142857143
16,1247,0.7142857142857143
16,1260,0.7142857142857143
16,1261,0.7142857142857143
16,1267,0.7142857142857143
16,1276,0.7142857142857143
16,1281,0.42857142857142855
16,1299,0.7142857142857143
16,1617,0.5714285714285714
16,1680,0.5714285714285714
16,1704,0.5714285714285714
16,2019,0.7142857142857143
16,2109,0.5714285714285714
16,2329,0.5714285714285714
16,2427,0.0
16,2490,0.42857142857142855
16,2571,0.5714285714285714
16,2641,0.42857142857142855
16,2707,0.5714285714285714
16,2723,0.5714285714285714
16,2762,0.5714285714285714
16,2858,0.5714285714285714
16,3000,0.7142857142857143
16,3022,0.5714285714285714
16,3108,0.7142857142857143
16,3174,0.5714285714285714
16,3429,0.5714285714285714
16,4002,0.5714285714285714
16,4226,0.8571428571428571
16,4878,0.5714285714285714
16,4973,0.7142857142857143
16,4993,0.5714285714285714
16,5618,0.8571428571428571
16,5782,0.7142857142857143
16,5971,0.7142857142857143
16,6350,0.5714285714285714
16,7099,0.5714285714285714
16,7153,0.5714285714285714
16,27611,0.7142857142857143
16,27773,0.7142857142857143
16,48394,0.7142857142857143
16,58559,0.8571428571428571
16,60069,0.7142857142857143
16,68954,0.7142857142857143
16,78499,0.8571428571428571
16,79132,0.42857142857142855
17,1,0.75
17,44,0.25
17,47,0.5
17,50,0.75
17,110,0.75
17,111,0.5
17,260,1.0
17,293,0.25
17,296,1.0
17,318,1.0
17,356,1.0
17,480,0.75
17,527,0.75
17,541,0.25
17,589,0.75
17,590,0.75
17,592,0.75
17,593,0.75
17,750,0.75
17,780,0.5
17,858,1.0
17,899,0.25
17,904,0.5
17,910,0.25
17,1032,0.75
17,1089,0.5
17,1093,0.5
17,1197,0.25
17,1198,0.75
17,1201,1.0
17,1206,1.0
17,1210,1.0
17,1221,0.75
17,1222,0.75
17,1228,0.75
17,1234,0.5
17,1240,1.0
17,1252,0.5
17,1258,0.5
17,1259,0.5
17,1263,0.5
17,1270,0.75
17,1291,0.5
17,1358,0.0
17,1375,0.25
17,1405,0.5
17,1466,0.0
17,1732,1.0
17,1967,0.5
17,2005,0.5
17,2019,0.25
17,2194,0.5
17,2329,0.75
17,2502,0.75
17,2571,1.0
17,2717,0.25
17,2762,0.5
17,2858,0.5
17,2959,0.75
17,3039,0.75
17,3147,0.75
17,3263,0.5
17,3435,0.25
17,3508,0.5
17,3681,0.75
17,3949,0.75
17,4226,0.5
17,4571,0.5
17,4993,0.75
17,5618,1.0
17,5782,0.5
17,5952,1.0
17,5971,0.5
17,6016,0.75
17,6350,1.0
17,6870,0.25
17,7099,1.0
17,7153,0.75
17,31658,0.75
17,33794,0.5
17,48394,0.75
17,48516,0.5
17,68358,0.75
17,77455,0.25
17,78499,0.5
17,79132,0.75
17,80463,0.5
17,81932,0.25
17,82459,0.5
18,1,0.6666666666666666
18,2,0.5555555555555556
18,6,0.7777777777777778
18,16,0.8888888888888888
18,34,0.4444444444444444
18,47,0.8888888888888888
18,50,1.0
18,70,0.6666666666666666
18,104,0.4444444444444444
18,110,0.8888888888888888
18,111,0.7777777777777778
18,145,0.6666666666666666
18,163,0.7777777777777778
18,165,0.7777777777777778
18,180,0.7777777777777778
18,208,0.5555555555555556
18,223,0.7777777777777778
18,235,0.8888888888888888
18,288,0.7777777777777778
18,293,0.8888888888888888
18,296,0.7777777777777778
18,318,1.0
18,329,0.7777777777777778
18,337,0.7777777777777778
18,344,0.4444444444444444
18,356,0.8888888888888888
18,364,0.5555555555555556
18,367,0.4444444444444444
18,370,0.5555555555555556
18,374,0.4444444444444444
18,377,0.4444444444444444
18,431,0.7777777777777778
18,435,0.3333333333333333
18,442,0.5555555555555556
18,457,0.6666666666666666
18,466,0.4444444444444444
18,480,0.6666666666666666
18,500,0.6666666666666666
18,508,0.7777777777777778
18,527,0.8888888888888888
18,541,0.7777777777777778
18,588,0.6666666666666666
18,589,0.8888888888888888
18,590,0.7777777777777778
18,593,0.8888888888888888
18,595,0.5555555555555556
18,608,0.8888888888888888
18,628,0.6666666666666666
18,648,0.5555555555555556
18,653,0.5555555555555556
18,673,0.5555555555555556
18,745,0.7777777777777778
18,778,0.8888888888888888
18,780,0.7777777777777778
18,784,0.3333333333333333
18,849,0.6666666666666666
18,858,0.7777777777777778
18,908,0.7777777777777778
18,913,0.7777777777777778
18,919,0.7777777777777778
18,923,1.0
18,924,0.7777777777777778
18,1020,0.6666666666666666
18,1036,0.7777777777777778
18,1059,0.6666666666666666
18,1080,0.8888888888888888
18,1086,0.7777777777777778
18,1089,0.7777777777777778
18,1095,0.7777777777777778
18,1136,0.8888888888888888
18,1148,0.8888888888888888
18,1193,0.8888888888888888
18,1196,0.7777777777777778
18,1201,1.0
18,1203,1.0
18,1206,0.8888888888888888
18,1207,0.8888888888888888
18,1209,1.0
18,1210,0.8888888888888888
18,1212,0.8888888888888888
18,1213,0.8888888888888888
18,1214,0.7777777777777778
18,1219,0.8888888888888888
18,1221,1.0
18,1223,0.8888888888888888
18,1227,0.8888888888888888
18,1240,0.7777777777777778
18,1245,0.7777777777777778
18,1246,0.7777777777777778
18,1252,0.7777777777777778
18,1260,0.7777777777777778
18,1270,0.7777777777777778
18,1275,0.6666666666666666
18,1276,0.7777777777777778
18,1291,0.7777777777777778
18,1356,0.8888888888888888
18,1370,0.6666666666666666
18,1371,0.7777777777777778
18,1375,0.6666666666666666
18,1517,0.4444444444444444
18,1527,0.6666666666666666
18,1544,0.6666666666666666
18,1608,0.5555555555555556
18,1617,0.7777777777777778
18,1625,0.6666666666666666
18,1653,0.6666666666666666
